station_origin,station_destination,flows,population,jobs,distance
Colliers Wood,Old Street,180,5553,15897,14241.853551833712
Colliers Wood,Oval,58,5553,2544,8634.420694016146
Colliers Wood,Oxford Circus,214,5553,44368,13302.525396332465
Colliers Wood,Paddington,48,5553,20198,17020.414083344578
Colliers Wood,Park Royal,2,5553,1552,24908.63423016998
Colliers Wood,Perivale,0,5553,532,26750.448328193757
Colliers Wood,Piccadilly Circus,16,5553,13641,12991.282210752503
Colliers Wood,Pimlico,55,5553,5585,9682.554882555254
Colliers Wood,Plaistow,1,5553,1049,21138.95895442616
Colliers Wood,Preston Road,0,5553,411,27296.63823458457
Colliers Wood,Queen's Park,3,5553,2167,20402.214849169537
Colliers Wood,Queensbury,0,5553,439,30039.62836532661
Colliers Wood,Queensway,5,5553,1882,16201.009294392403
Colliers Wood,Ravenscourt Park,1,5553,1895,18321.451717994278
Colliers Wood,Rayners Lane,0,5553,426,32938.796769476336
Colliers Wood,Redbridge,0,5553,198,26794.481432391432
Colliers Wood,Regent's Park,11,5553,3364,14280.55914501249
Colliers Wood,Richmond,0,5553,5397,25131.113351839947
Colliers Wood,Russell Square,12,5553,5172,14586.415287097027
Colliers Wood,Seven Sisters,14,5553,10191,22918.24210137971
Colliers Wood,Shepherd's Bush,8,5553,9890,17628.15676508724
Colliers Wood,Sloane Square,32,5553,8229,12248.141573550021
Colliers Wood,South Ealing,2,5553,670,23985.897922037348
Colliers Wood,South Harrow,0,5553,387,31593.818070336125
Colliers Wood,South Kensington,48,5553,15325,13421.34719909289
Colliers Wood,South Wimbledon,63,5553,1361,1078.4431311503306
Colliers Wood,South Woodford,1,5553,766,26920.627969339865
Colliers Wood,Southgate,0,5553,874,28753.69278011519
Colliers Wood,Southwark,8,5553,10326,11966.151880826154
Colliers Wood,St. James's Park,30,5553,13339,11859.69422425596
Colliers Wood,St. John's Wood,13,5553,3982,17214.981033763022
Colliers Wood,St. Paul's,17,5553,13446,13461.041992736884
Colliers Wood,Stamford Brook,0,5553,784,19030.730157934344
Colliers Wood,Stanmore,0,5553,983,33152.52393488849
Colliers Wood,Stepney Green,7,5553,1879,16333.930686244681
Colliers Wood,Stockwell,31,5553,1623,7350.402673502995
Colliers Wood,Stonebridge Park,0,5553,729,24173.583081939996
Colliers Wood,Stratford,36,5553,55954,20151.36512313454
Colliers Wood,Swiss Cottage,6,5553,2598,18184.900279982507
Colliers Wood,Temple,25,5553,6780,12873.730875756522
Colliers Wood,Tooting Bec,92,5553,1239,2355.3010615038447
Colliers Wood,Tooting Broadway,143,5553,4506,1280.3777346813931
Colliers Wood,Tottenham Court Road,126,5553,19126,13467.47686181738
Colliers Wood,Tottenham Hale,9,5553,3239,24071.798831129265
Colliers Wood,Totteridge & Whetstone,1,5553,287,28778.1436140441
Colliers Wood,Tower Hill,27,5553,8286,13451.244761006035
Colliers Wood,Tufnell Park,2,5553,557,18414.488871806865
Colliers Wood,Turnham Green,1,5553,1515,19635.48426519935
Colliers Wood,Turnpike Lane,2,5553,992,22984.057980116726
Colliers Wood,Upney,0,5553,485,27549.911065666747
Colliers Wood,Upton Park,1,5553,1642,22460.069335829292
Colliers Wood,Uxbridge,3,5553,4316,41617.70419023708
Colliers Wood,Vauxhall,158,5553,16242,8857.240592791286
Colliers Wood,Victoria,249,5553,33251,11082.406849586832
Colliers Wood,Walthamstow Central,4,5553,5271,23833.96920947561
Colliers Wood,Warren Street,92,5553,17309,14452.211359030862
Colliers Wood,Warwick Avenue,3,5553,1174,17953.028091436252
Colliers Wood,Waterloo,127,5553,23466,11309.736713389833
Colliers Wood,Wembley Central,0,5553,1327,25891.674298438244
Colliers Wood,Wembley Park,8,5553,5759,25876.926561464374
Colliers Wood,West Brompton,1,5553,5859,15650.150086054271
Colliers Wood,West Ham,1,5553,5487,20209.105668219916
Colliers Wood,West Hampstead,5,5553,5856,19366.391483458083
Colliers Wood,West Kensington,3,5553,1345,16026.820071789623
Colliers Wood,Westbourne Park,2,5553,1347,18927.088556054325
Colliers Wood,Westminster,18,5553,15466,12160.079273893552
Colliers Wood,White City,19,5553,5966,18928.63311180223
Colliers Wood,Whitechapel,15,5553,17633,15253.787638473572
Colliers Wood,Willesden Green,2,5553,830,21567.04613220175
Colliers Wood,Willesden Junction,2,5553,4165,21534.42986653812
Colliers Wood,Wood Green,3,5553,2146,23914.871134240635
Colliers Wood,Woodford,0,5553,706,28632.57178105878
Colliers Wood,Woodside Park,0,5553,745,27301.035281455603
Covent Garden,Acton Town,2,424,2202,12619.056613797298
Covent Garden,Aldgate,0,424,7782,4579.941954344812
Covent Garden,Aldgate East,0,424,7932,4821.98627977728
Covent Garden,Alperton,0,424,741,17592.09422164169
Covent Garden,Amersham,0,424,256,42042.207580630275
Covent Garden,Angel,3,424,8103,3390.122741046388
Covent Garden,Archway,0,424,2193,7084.2817902323795
Covent Garden,Arnos Grove,1,424,748,13527.47435794681
Covent Garden,Arsenal,0,424,315,5526.475739624879
Covent Garden,Baker Street,7,424,14973,3477.578292539579
Covent Garden,Balham,0,424,3814,9916.635825317753
Covent Garden,Bank and Monument,7,424,78549,3143.0487725425664
Covent Garden,Barbican,0,424,9134,4528.700926042776
Covent Garden,Barking,0,424,7004,16714.137980523512
Covent Garden,Barkingside,0,424,262,22272.030124187906
Covent Garden,Barons Court,7,424,2956,7348.603333722354
Covent Garden,Bayswater,0,424,615,6406.828845465437
Covent Garden,Becontree,0,424,456,20008.57382138954
Covent Garden,Belsize Park,0,424,2255,6080.098251785291
Covent Garden,Bermondsey,0,424,3172,5779.867431571924
Covent Garden,Bethnal Green,1,424,4660,6391.732181974756
Covent Garden,Blackfriars,0,424,10849,2714.5178524486582
Covent Garden,Blackhorse Road,3,424,2955,12272.889259710042
Covent Garden,Bond Street,3,424,20967,2258.350752036609
Covent Garden,Borough,0,424,3254,4206.659682111192
Covent Garden,Boston Manor,0,424,892,16130.724542068303
Covent Garden,Bounds Green,1,424,778,12173.226931184767
Covent Garden,Bow Road,0,424,1193,8519.61475481631
Covent Garden,Brent Cross,0,424,450,11158.85912577649
Covent Garden,Brixton,4,424,5084,7483.38431688588
Covent Garden,Bromley-by-Bow,0,424,1613,9528.379762973453
Covent Garden,Buckhurst Hill,0,424,228,21497.66509861492
Covent Garden,Burnt Oak,0,424,649,15751.374455324047
Covent Garden,Caledonian Road,3,424,1803,4244.471002499281
Covent Garden,Camden Town,0,424,6348,4048.2419765797904
Covent Garden,Canada Water,1,424,20443,6769.36906894102
Covent Garden,Canary Wharf,7,424,58772,8530.378395982363
Covent Garden,Canning Town,3,424,15428,10578.139422242186
Covent Garden,Cannon Street,0,424,4698,3472.3564555510848
Covent Garden,Canons Park,0,424,526,20134.39548457519
Covent Garden,Chalfont & Latimer,0,424,554,38656.54128329007
Covent Garden,Chalk Farm,0,424,1329,5042.007853453399
Covent Garden,Chancery Lane,1,424,15391,1198.39927482651
Covent Garden,Charing Cross,0,424,7016,827.5879536350087
Covent Garden,Chesham,0,424,243,44972.426271798875
Covent Garden,Chiswick Park,0,424,1517,11346.900815790388
Covent Garden,Chorleywood,1,424,702,35143.68699765092
Covent Garden,Clapham Common,0,424,2020,7491.716688638521
Covent Garden,Clapham North,0,424,1238,6848.962621029128
Covent Garden,Clapham South,0,424,1513,8744.02365248101
Covent Garden,Cockfosters,0,424,262,18716.207039495224
Covent Garden,Colindale,0,424,2081,14444.974699290951
Covent Garden,Colliers Wood,0,424,865,13247.069513310098
Covent Garden,Croxley,0,424,340,31105.221553242944
Covent Garden,Dagenham East,0,424,649,22715.955818547678
Covent Garden,Dagenham Heathway,0,424,1108,21436.750432563014
Covent Garden,Debden,0,424,865,25385.217484074445
Covent Garden,Dollis Hill,0,424,847,11214.632961619485
Covent Garden,Ealing Broadway,1,424,4846,15134.637197734855
Covent Garden,Ealing Common,0,424,915,13645.66894836426
Covent Garden,Earl's Court,8,424,6613,5843.8307146831885
Covent Garden,East Acton,0,424,1505,10525.799597719753
Covent Garden,East Finchley,0,424,1253,10423.481564655549
Covent Garden,East Ham,0,424,2062,14291.854327776588
Covent Garden,East Putney,0,424,1877,10109.265865199573
Covent Garden,Eastcote,0,424,364,23159.60886452965
Covent Garden,Edgware,0,424,772,17269.48893457775
Covent Garden,Edgware Road,3,424,6868,4512.397149929453
Covent Garden,Elephant & Castle,1,424,6427,3506.7172755018746
Covent Garden,Elm Park,0,424,269,25011.745967076622
Covent Garden,Embankment,0,424,10220,1167.9137844581353
Covent Garden,Epping,0,424,498,31332.604776256754
Covent Garden,Euston,2,424,16800,2674.665875597363
Covent Garden,Euston Square,0,424,8093,3249.2774815529574
Covent Garden,Fairlop,0,424,182,23440.73618034644
Covent Garden,Farringdon,1,424,25592,4067.798456454002
Covent Garden,Finchley Central,0,424,1921,12794.020527192233
Covent Garden,Finchley Road,0,424,3417,7012.163373683481
Covent Garden,Finsbury Park,6,424,6769,6299.226257357467
Covent Garden,Fulham Broadway,1,424,4200,7353.960820010794
Covent Garden,Gants Hill,0,424,601,18783.74153418687
Covent Garden,Gloucester Road,6,424,5194,4933.72868425141
Covent Garden,Golders Green,0,424,1871,9643.770670777441
Covent Garden,Goldhawk Road,0,424,370,9247.991351799728
Covent Garden,Goodge Street,1,424,6457,1595.9143341103781
Covent Garden,Grange Hill,0,424,76,24092.042985658867
Covent Garden,Great Portland Street,0,424,6936,3869.224350716598
Covent Garden,Green Park,23,424,26754,1517.8126436433395
Covent Garden,Greenford,0,424,1157,17986.876737358692
Covent Garden,Gunnersbury,0,424,4775,11943.83048985149
Covent Garden,Hainault,0,424,356,24319.400600875295
Covent Garden,Hammersmith,23,424,18250,8242.421232808889
Covent Garden,Hampstead,0,424,2010,7258.085202599759
Covent Garden,Hanger Lane,0,424,1493,14160.581089570893
Covent Garden,Harlesden,0,424,1668,12318.663876500994
Covent Garden,Harrow & Wealdstone,0,424,1335,20983.18082870752
Covent Garden,Harrow-on-the-Hill,0,424,3019,18734.36571303351
Covent Garden,Hatton Cross,1,424,1219,24687.13486066956
Covent Garden,Heathrow Terminal 4,1,424,693,26563.467526739794
Covent Garden,Heathrow Terminal 5,4,424,975,29555.04606183362
Covent Garden,Heathrow Terminals 2 & 3,10,424,2406,27099.81400666883
Covent Garden,Hendon Central,0,424,1878,12292.479409749272
Covent Garden,High Barnet,0,424,953,19047.023618630905
Covent Garden,High Street Kensington,2,424,5427,5938.834438782709
Covent Garden,Highbury & Islington,3,424,25385,4791.6314937587285
Covent Garden,Highgate,0,424,856,8674.479496094782
Covent Garden,Hillingdon,0,424,318,27874.79633136755
Covent Garden,Holborn,3,424,22346,632.9243480303819
Covent Garden,Holland Park,0,424,2063,6356.516114208184
Covent Garden,Holloway Road,3,424,1696,4859.76419656691
Covent Garden,Hounslow Central,0,424,708,20404.635051052286
Covent Garden,Hounslow East,1,424,843,19658.95852726379
Covent Garden,Hounslow West,0,424,401,21883.70255048661
Covent Garden,Hyde Park Corner,5,424,2410,2297.6827710010703
Covent Garden,Ickenham,0,424,282,26750.365746457603
Covent Garden,Kennington,0,424,1161,3697.503498892082
Covent Garden,Kensal Green,0,424,472,9931.469767420655
Covent Garden,Kentish Town,0,424,3404,5326.173192221097
Covent Garden,Kenton,0,424,768,19202.526657849878
Covent Garden,Kew Gardens,1,424,792,13724.052968203177
Covent Garden,Kilburn,1,424,1953,8783.495113112629
Covent Garden,Kilburn Park,0,424,823,7993.892461531101
Covent Garden,King's Cross St. Pancras,52,424,33330,2209.8234795226736
Covent Garden,Kingsbury,0,424,1018,17195.13778948087
Covent Garden,Knightsbridge,16,424,6821,2881.624103903635
Covent Garden,Ladbroke Grove,0,424,2131,8134.505475178874
Covent Garden,Lambeth North,0,424,1319,2511.01115653544
Covent Garden,Lancaster Gate,0,424,1820,4160.3535324682725
Covent Garden,Latimer Road,0,424,1109,8794.06952239772
Covent Garden,Leicester Square,2,424,8847,365.52219187722415
Covent Garden,Leyton,0,424,1447,12814.223226780556
Covent Garden,Leytonstone,0,424,1844,14478.08924821451
Covent Garden,Liverpool Street,11,424,61122,3984.539654442747
Covent Garden,London Bridge,3,424,29930,3692.0788304648213
Covent Garden,Loughton,0,424,655,23333.120686200193
Covent Garden,Maida Vale,1,424,949,7142.120483728263
Covent Garden,Manor House,8,424,1311,7415.351733004136
Covent Garden,Mansion House,0,424,7815,3374.7713756086036
Covent Garden,Marble Arch,0,424,6145,2941.774634777722
Covent Garden,Marylebone,7,424,4250,4015.867623871261
Covent Garden,Mile End,1,424,3759,7894.696366031054
Covent Garden,Mill Hill East,0,424,681,14316.201021963901
Covent Garden,Moor Park,0,424,550,28195.130903416935
Covent Garden,Moorgate,4,424,24574,3919.865534217169
Covent Garden,Morden,0,424,1447,15858.738203223744
Covent Garden,Mornington Crescent,0,424,2927,3458.041729699437
Covent Garden,Neasden,0,424,732,12000.201148413369
Covent Garden,Newbury Park,0,424,559,21141.49493848455
Covent Garden,North Acton,0,424,3168,11706.305607634931
Covent Garden,North Ealing,0,424,332,14570.06046874996
Covent Garden,North Greenwich,3,424,6276,10360.153745862082
Covent Garden,North Harrow,0,424,190,20713.95471244671
Covent Garden,North Wembley,0,424,365,16879.799282513162
Covent Garden,Northfields,0,424,864,15199.894139513079
Covent Garden,Northolt,0,424,663,19805.28048091459
Covent Garden,Northwick Park,0,424,1713,17431.249482484076
Covent Garden,Northwood,0,424,1018,25976.91478501201
Covent Garden,Northwood Hills,0,424,488,24390.274744417264
Covent Garden,Notting Hill Gate,2,424,5490,5656.7969774689955
Covent Garden,Oakwood,0,424,423,17372.253054622124
Covent Garden,Old Street,7,424,15897,4773.372257612209
Covent Garden,Osterley,1,424,521,18691.482245342013
Covent Garden,Oval,0,424,2544,4612.648819293953
Covent Garden,Oxford Circus,5,424,44368,1704.020467880966
Covent Garden,Paddington,9,424,20198,5421.9091548930755
Covent Garden,Park Royal,1,424,1552,15669.69408227126
Covent Garden,Parsons Green,2,424,2711,8056.291817339224
Covent Garden,Perivale,0,424,532,16390.468337987426
Covent Garden,Piccadilly Circus,8,424,13641,740.2053088620902
Covent Garden,Pimlico,3,424,5585,4127.23975787229
Covent Garden,Pinner,0,424,292,22231.669033838527
Covent Garden,Plaistow,0,424,1049,11670.477660204662
Covent Garden,Preston Road,0,424,411,15698.133306133073
Covent Garden,Putney Bridge,0,424,2494,9050.7306539847
Covent Garden,Queen's Park,1,424,2167,8546.8708696908
Covent Garden,Queensbury,0,424,439,18441.12343687511
Covent Garden,Queensway,0,424,1882,5018.486399755116
Covent Garden,Ravenscourt Park,0,424,1895,9082.511570095554
Covent Garden,Rayners Lane,0,424,426,21340.291841024835
Covent Garden,Redbridge,0,424,198,17326.000138169926
Covent Garden,Regent's Park,1,424,3364,2682.054216560991
Covent Garden,Richmond,1,424,5397,15892.173203941227
Covent Garden,Rickmansworth,0,424,937,31592.322223180825
Covent Garden,Royal Oak,1,424,856,6359.1916154006985
Covent Garden,Ruislip,0,424,257,24964.707879561043
Covent Garden,Ruislip Gardens,0,424,167,23015.096160684046
Covent Garden,Ruislip Manor,0,424,408,24285.826586409807
Covent Garden,Russell Square,7,424,5172,1339.345773786929
Covent Garden,Seven Sisters,5,424,10191,9705.178532386366
Covent Garden,Shepherd's Bush,1,424,9890,7268.176774880905
Covent Garden,Shepherd's Bush Market,0,424,416,9687.271173556635
Covent Garden,Sloane Square,3,424,8229,3893.1225148039016
Covent Garden,Snaresbrook,0,424,512,16136.298311877592
Covent Garden,South Ealing,1,424,670,14746.957774138626
Covent Garden,South Harrow,0,424,387,22354.877922437405
Covent Garden,South Kensington,21,424,15325,4182.407051194169
Covent Garden,South Kenton,0,424,261,17815.534167825084
Covent Garden,South Ruislip,0,424,289,22129.216387920857
Covent Garden,South Wimbledon,0,424,1361,14325.512644460428
Covent Garden,South Woodford,0,424,766,17452.14667511836
Covent Garden,Southfields,1,424,1351,11740.113243837677
Covent Garden,Southgate,0,424,874,15506.623266805102
Covent Garden,Southwark,0,424,10326,2593.747967356584
Covent Garden,St. James's Park,0,424,13339,2482.3981596935255
Covent Garden,St. John's Wood,1,424,3982,5616.4761053115235
Covent Garden,St. Paul's,3,424,13446,2293.5368465697516
Covent Garden,Stamford Brook,0,424,784,9791.79001003562
Covent Garden,Stanmore,0,424,983,21554.019006436996
Covent Garden,Stepney Green,0,424,1879,6865.449392023178
Covent Garden,Stockwell,0,424,1623,5896.666839807103
Covent Garden,Stonebridge Park,0,424,729,13813.603091733667
Covent Garden,Stratford,7,424,55954,10682.883828913036
Covent Garden,Sudbury Hill,0,424,277,20869.430693954837
Covent Garden,Sudbury Town,1,424,218,19252.43562045719
Covent Garden,Swiss Cottage,0,424,2598,6586.395351531007
Covent Garden,Temple,0,424,6780,1962.4889313626963
Covent Garden,Theydon Bois,0,424,98,28707.220664246917
Covent Garden,Tooting Bec,0,424,1239,10891.768451806252
Covent Garden,Tooting Broadway,0,424,4506,11966.691778628705
Covent Garden,Tottenham Court Road,0,424,19126,951.4517322617295
Covent Garden,Tottenham Hale,2,424,3239,10858.735262135919
Covent Garden,Totteridge & Whetstone,0,424,287,16454.4117118343
Covent Garden,Tower Hill,1,424,8286,3982.763466784532
Covent Garden,Tufnell Park,0,424,557,6090.756969597064
Covent Garden,Turnham Green,1,424,1515,10396.544117300627
Covent Garden,Turnpike Lane,3,424,992,9736.988466806632
Covent Garden,Upminster,0,424,1132,29093.790922359072
Covent Garden,Upminster Bridge,0,424,568,27783.04708819482
Covent Garden,Upney,0,424,485,18081.42977144525
Covent Garden,Upton Park,0,424,1642,12991.588041607793
Covent Garden,Uxbridge,1,424,4316,30019.19926178558
Covent Garden,Vauxhall,3,424,16242,4952.554047636258
Covent Garden,Victoria,24,424,33251,2727.387790840713
Covent Garden,Walthamstow Central,2,424,5271,13831.877769611143
Covent Garden,Wanstead,0,424,419,16145.595084632836
Covent Garden,Warren Street,0,424,17309,2128.4794568210623
Covent Garden,Warwick Avenue,0,424,1174,6354.52316298475
Covent Garden,Waterloo,4,424,23466,1937.3327999202643
Covent Garden,Watford,0,424,961,33160.01932615704
Covent Garden,Wembley Central,0,424,1327,15531.694308231916
Covent Garden,Wembley Park,1,424,5759,14278.421633012875
Covent Garden,West Acton,0,424,488,13517.761159313815
Covent Garden,West Brompton,0,424,5859,6411.209938155549
Covent Garden,West Finchley,0,424,91,14030.816827679186
Covent Garden,West Ham,0,424,5487,10740.624373998417
Covent Garden,West Hampstead,1,424,5856,7767.886555006581
Covent Garden,West Harrow,0,424,122,19976.212052153936
Covent Garden,West Kensington,2,424,1345,6787.879923890901
Covent Garden,West Ruislip,0,424,194,25139.475913425664
Covent Garden,Westbourne Park,0,424,1347,7328.583627602821
Covent Garden,Westminster,4,424,15466,1921.6598533349693
Covent Garden,White City,1,424,5966,8568.653121595898
Covent Garden,Whitechapel,0,424,17633,5785.306344252068
Covent Garden,Willesden Green,0,424,830,9968.541203750248
